chr,start,end,name,score,value,exp,classre,region1Chrom,region1Start,regionEnd,region1Name,region1Strand,region2Chrom,region2Start,region2End,region2Name
chr2,46843244,46857315,promoter|chr2:46843094-46844560,0,14.017863,.,cis,chr2,46843244,46844410,promoter|chr2:46843094-46844560,.,chr2,46844310,46857315,CRIPT	+
chr2,46844251,47140599,genic|chr2:47140449-47141638,0,11.331907,.,cis,chr2,47140599,47141488,genic|chr2:47140449-47141638,.,chr2,46808412,46844251,PIGF	-
chr2,46844251,47261292,genic|chr2:47261142-47262286,0,19.943869,.,cis,chr2,47261292,47262136,genic|chr2:47261142-47262286,.,chr2,46808412,46844251,PIGF	-
chr2,46844251,48132797,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,46808412,46844251,PIGF	-
chr2,46857315,47140599,genic|chr2:47140449-47141638,0,11.331907,.,cis,chr2,47140599,47141488,genic|chr2:47140449-47141638,.,chr2,46844310,46857315,CRIPT	+
chr2,46857315,47261292,genic|chr2:47261142-47262286,0,19.943869,.,cis,chr2,47261292,47262136,genic|chr2:47261142-47262286,.,chr2,46844310,46857315,CRIPT	+
chr2,46857315,48132797,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,46844310,46857315,CRIPT	+
chr2,46925541,46989927,promoter|chr2:46925391-46926468,0,15.743548,.,cis,chr2,46925541,46926318,promoter|chr2:46925391-46926468,.,chr2,46926098,46989927,SOCS5	+
chr2,46989927,47140599,genic|chr2:47140449-47141638,0,11.331907,.,cis,chr2,47140599,47141488,genic|chr2:47140449-47141638,.,chr2,46926098,46989927,SOCS5	+
chr2,46989927,48132797,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,46926098,46989927,SOCS5	+
chr2,47140599,47143007,genic|chr2:47140449-47141638,0,11.331907,.,cis,chr2,47140599,47141488,genic|chr2:47140449-47141638,.,chr2,47129008,47143007,MCFD2	-
chr2,47140599,47303275,genic|chr2:47140449-47141638,0,11.331907,.,cis,chr2,47140599,47141488,genic|chr2:47140449-47141638,.,chr2,47168312,47303275,TTC7A	+
chr2,47142058,47143007,genic|chr2:47141908-47142408,0,2.153874,.,cis,chr2,47142058,47142258,genic|chr2:47141908-47142408,.,chr2,47129008,47143007,MCFD2	-
chr2,47142796,47143007,promoter|chr2:47142646-47143494,0,14.664331,.,cis,chr2,47142796,47143344,promoter|chr2:47142646-47143494,.,chr2,47129008,47143007,MCFD2	-
chr2,47143007,47261292,genic|chr2:47261142-47262286,0,19.943869,.,cis,chr2,47261292,47262136,genic|chr2:47261142-47262286,.,chr2,47129008,47143007,MCFD2	-
chr2,47143007,47581377,intergenic|chr2:47581227-47582137,0,16.463967,.,cis,chr2,47581377,47581987,intergenic|chr2:47581227-47582137,.,chr2,47129008,47143007,MCFD2	-
chr2,47143007,48132797,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,47129008,47143007,MCFD2	-
chr2,47182041,47303275,genic|chr2:47181891-47182702,0,2.930641,.,cis,chr2,47182041,47182552,genic|chr2:47181891-47182702,.,chr2,47168312,47303275,TTC7A	+
chr2,47261292,47303275,genic|chr2:47261142-47262286,0,19.943869,.,cis,chr2,47261292,47262136,genic|chr2:47261142-47262286,.,chr2,47168312,47303275,TTC7A	+
chr2,47261292,47403762,genic|chr2:47261142-47262286,0,19.943869,.,cis,chr2,47261292,47262136,genic|chr2:47261142-47262286,.,chr2,47387220,47403762,CALM2	-
chr2,47261292,47572213,genic|chr2:47261142-47262286,0,19.943869,.,cis,chr2,47261292,47262136,genic|chr2:47261142-47262286,.,chr2,47441087,47572213,LOC101927043	-
chr2,47261292,47614167,genic|chr2:47261142-47262286,0,19.943869,.,cis,chr2,47261292,47262136,genic|chr2:47261142-47262286,.,chr2,47596286,47614167,EPCAM	+
chr2,47261292,47710367,genic|chr2:47261142-47262286,0,19.943869,.,cis,chr2,47261292,47262136,genic|chr2:47261142-47262286,.,chr2,47630205,47710367,MSH2	+
chr2,47261292,48825654,genic|chr2:47261142-47262286,0,19.943869,.,cis,chr2,47261292,47262136,genic|chr2:47261142-47262286,.,chr2,48757307,48825654,STON1	+
chr2,47303275,47581377,intergenic|chr2:47581227-47582137,0,16.463967,.,cis,chr2,47581377,47581987,intergenic|chr2:47581227-47582137,.,chr2,47168312,47303275,TTC7A	+
chr2,47303275,48132797,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,47168312,47303275,TTC7A	+
chr2,47402046,47403762,promoter|chr2:47401896-47404547,0,42.138606,.,cis,chr2,47402046,47404397,promoter|chr2:47401896-47404547,.,chr2,47387220,47403762,CALM2	-
chr2,47403762,47499561,genic|chr2:47499411-47501048,0,7.763701,.,cis,chr2,47499561,47500898,genic|chr2:47499411-47501048,.,chr2,47387220,47403762,CALM2	-
chr2,47403762,47581377,intergenic|chr2:47581227-47582137,0,16.463967,.,cis,chr2,47581377,47581987,intergenic|chr2:47581227-47582137,.,chr2,47387220,47403762,CALM2	-
chr2,47403762,48132797,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,47387220,47403762,CALM2	-
chr2,47572113,47572213,promoter|chr2:47571963-47572506,0,6.550185,.,cis,chr2,47572113,47572356,promoter|chr2:47571963-47572506,.,chr2,47441087,47572213,LOC101927043	-
chr2,47572213,47581377,intergenic|chr2:47581227-47582137,0,16.463967,.,cis,chr2,47581377,47581987,intergenic|chr2:47581227-47582137,.,chr2,47441087,47572213,LOC101927043	-
chr2,47572213,48004557,intergenic|chr2:48004407-48005366,0,16.849978,.,cis,chr2,48004557,48005216,intergenic|chr2:48004407-48005366,.,chr2,47441087,47572213,LOC101927043	-
chr2,47572213,48132797,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,47441087,47572213,LOC101927043	-
chr2,47581377,47614167,intergenic|chr2:47581227-47582137,0,16.463967,.,cis,chr2,47581377,47581987,intergenic|chr2:47581227-47582137,.,chr2,47596286,47614167,EPCAM	+
chr2,47581377,47710367,intergenic|chr2:47581227-47582137,0,16.463967,.,cis,chr2,47581377,47581987,intergenic|chr2:47581227-47582137,.,chr2,47630205,47710367,MSH2	+
chr2,47581377,48034092,intergenic|chr2:47581227-47582137,0,16.463967,.,cis,chr2,47581377,47581987,intergenic|chr2:47581227-47582137,.,chr2,48010220,48034092,MSH6	+
chr2,47581377,48742531,intergenic|chr2:47581227-47582137,0,16.463967,.,cis,chr2,47581377,47581987,intergenic|chr2:47581227-47582137,.,chr2,48667907,48742531,PPP1R21	+
chr2,47581377,48825654,intergenic|chr2:47581227-47582137,0,16.463967,.,cis,chr2,47581377,47581987,intergenic|chr2:47581227-47582137,.,chr2,48757307,48825654,STON1	+
chr2,47600995,47614167,genic|chr2:47600845-47601345,0,0.813933,.,cis,chr2,47600995,47601195,genic|chr2:47600845-47601345,.,chr2,47596286,47614167,EPCAM	+
chr2,47614167,48004557,intergenic|chr2:48004407-48005366,0,16.849978,.,cis,chr2,48004557,48005216,intergenic|chr2:48004407-48005366,.,chr2,47596286,47614167,EPCAM	+
chr2,47614167,48132797,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,47596286,47614167,EPCAM	+
chr2,47629882,47710367,promoter|chr2:47629732-47631346,0,10.762078,.,cis,chr2,47629882,47631196,promoter|chr2:47629732-47631346,.,chr2,47630205,47710367,MSH2	+
chr2,47710367,48004557,intergenic|chr2:48004407-48005366,0,16.849978,.,cis,chr2,48004557,48005216,intergenic|chr2:48004407-48005366,.,chr2,47630205,47710367,MSH2	+
chr2,47710367,48132797,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,47630205,47710367,MSH2	+
chr2,48004557,48034092,intergenic|chr2:48004407-48005366,0,16.849978,.,cis,chr2,48004557,48005216,intergenic|chr2:48004407-48005366,.,chr2,48010220,48034092,MSH6	+
chr2,48004557,48606434,intergenic|chr2:48004407-48005366,0,16.849978,.,cis,chr2,48004557,48005216,intergenic|chr2:48004407-48005366,.,chr2,48541794,48606434,FOXN2	+
chr2,48004557,48742531,intergenic|chr2:48004407-48005366,0,16.849978,.,cis,chr2,48004557,48005216,intergenic|chr2:48004407-48005366,.,chr2,48667907,48742531,PPP1R21	+
chr2,48004557,48825654,intergenic|chr2:48004407-48005366,0,16.849978,.,cis,chr2,48004557,48005216,intergenic|chr2:48004407-48005366,.,chr2,48757307,48825654,STON1	+
chr2,48009786,48034092,promoter|chr2:48009636-48011757,0,17.810968,.,cis,chr2,48009786,48011607,promoter|chr2:48009636-48011757,.,chr2,48010220,48034092,MSH6	+
chr2,48034092,48132797,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,48010220,48034092,MSH6	+
chr2,48132797,48606434,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,48541794,48606434,FOXN2	+
chr2,48132797,48742531,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,48667907,48742531,PPP1R21	+
chr2,48132797,48825654,intergenic|chr2:48132647-48134427,0,40.952219,.,cis,chr2,48132797,48134277,intergenic|chr2:48132647-48134427,.,chr2,48757307,48825654,STON1	+
chr2,48338398,48606434,intergenic|chr2:48338248-48339567,0,11.456425,.,cis,chr2,48338398,48339417,intergenic|chr2:48338248-48339567,.,chr2,48541794,48606434,FOXN2	+
chr2,48338398,48742531,intergenic|chr2:48338248-48339567,0,11.456425,.,cis,chr2,48338398,48339417,intergenic|chr2:48338248-48339567,.,chr2,48667907,48742531,PPP1R21	+
chr2,48338398,48825654,intergenic|chr2:48338248-48339567,0,11.456425,.,cis,chr2,48338398,48339417,intergenic|chr2:48338248-48339567,.,chr2,48757307,48825654,STON1	+
chr2,48541393,48606434,promoter|chr2:48541243-48542044,0,11.123815,.,cis,chr2,48541393,48541894,promoter|chr2:48541243-48542044,.,chr2,48541794,48606434,FOXN2	+
chr2,48542560,48606434,genic|chr2:48542410-48543077,0,2.313041,.,cis,chr2,48542560,48542927,genic|chr2:48542410-48543077,.,chr2,48541794,48606434,FOXN2	+
chr2,48667258,48742531,promoter|chr2:48667108-48668446,0,14.302966,.,cis,chr2,48667258,48668296,promoter|chr2:48667108-48668446,.,chr2,48667907,48742531,PPP1R21	+
chr2,48735624,48742531,genic|chr2:48735474-48736341,0,5.458473,.,cis,chr2,48735624,48736191,genic|chr2:48735474-48736341,.,chr2,48667907,48742531,PPP1R21	+
chr2,48735624,48825654,genic|chr2:48735474-48736341,0,5.458473,.,cis,chr2,48735624,48736191,genic|chr2:48735474-48736341,.,chr2,48757307,48825654,STON1	+
chr2,48758468,48825654,genic|chr2:48758318-48758818,0,0.902197,.,cis,chr2,48758468,48758668,genic|chr2:48758318-48758818,.,chr2,48757307,48825654,STON1	+
chr2,53994459,54002333,promoter|chr2:53994309-53995643,0,9.045027,.,cis,chr2,53994459,53995493,promoter|chr2:53994309-53995643,.,chr2,53994919,54002333,CHAC2	+
chr2,54002333,54784737,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,53994919,54002333,CHAC2	+
chr2,54002333,54786695,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,53994919,54002333,CHAC2	+
chr2,54002333,54845418,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,53994919,54002333,CHAC2	+
chr2,54002333,54900010,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,53994919,54002333,CHAC2	+
chr2,54006884,54014146,genic|chr2:54006734-54007320,0,0.923775,.,cis,chr2,54006884,54007170,genic|chr2:54006734-54007320,.,chr2,53897116,54014146,ASB3	-
chr2,54006884,54045956,genic|chr2:54006734-54007320,0,0.923775,.,cis,chr2,54006884,54007170,genic|chr2:54006734-54007320,.,chr2,54014067,54045956,ERLEC1	+
chr2,54007531,54014146,genic|chr2:54007381-54008032,0,1.501709,.,cis,chr2,54007531,54007882,genic|chr2:54007381-54008032,.,chr2,53897116,54014146,ASB3	-
chr2,54007531,54045956,genic|chr2:54007381-54008032,0,1.501709,.,cis,chr2,54007531,54007882,genic|chr2:54007381-54008032,.,chr2,54014067,54045956,ERLEC1	+
chr2,54013536,54014146,promoter|chr2:54013386-54014673,0,11.306527,.,cis,chr2,54013536,54014523,promoter|chr2:54013386-54014673,.,chr2,53897116,54014146,ASB3	-
chr2,54013536,54045956,promoter|chr2:54013386-54014673,0,11.306527,.,cis,chr2,54013536,54014523,promoter|chr2:54013386-54014673,.,chr2,54014067,54045956,ERLEC1	+
chr2,54014146,54014873,genic|chr2:54014723-54015223,0,1.1425399999999999,.,cis,chr2,54014873,54015073,genic|chr2:54014723-54015223,.,chr2,53897116,54014146,ASB3	-
chr2,54014146,54784737,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,53897116,54014146,ASB3	-
chr2,54014146,54786695,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,53897116,54014146,ASB3	-
chr2,54014146,54845418,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,53897116,54014146,ASB3	-
chr2,54014146,54900010,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,53897116,54014146,ASB3	-
chr2,54014873,54045956,genic|chr2:54014723-54015223,0,1.1425399999999999,.,cis,chr2,54014873,54015073,genic|chr2:54014723-54015223,.,chr2,54014067,54045956,ERLEC1	+
chr2,54045956,54784737,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,54014067,54045956,ERLEC1	+
chr2,54045956,54786695,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,54014067,54045956,ERLEC1	+
chr2,54045956,54845418,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,54014067,54045956,ERLEC1	+
chr2,54045956,54900010,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,54014067,54045956,ERLEC1	+
chr2,54087170,54104333,genic|chr2:54104183-54105135,0,5.15572,.,cis,chr2,54104333,54104985,genic|chr2:54104183-54105135,.,chr2,53897449,54087170,GPR75-ASB3	-
chr2,54087170,54104333,genic|chr2:54104183-54105135,0,5.15572,.,cis,chr2,54104333,54104985,genic|chr2:54104183-54105135,.,chr2,54080049,54087170,GPR75	-
chr2,54087170,54784737,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,53897449,54087170,GPR75-ASB3	-
chr2,54087170,54784737,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,54080049,54087170,GPR75	-
chr2,54087170,54786695,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,53897449,54087170,GPR75-ASB3	-
chr2,54087170,54786695,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,54080049,54087170,GPR75	-
chr2,54087170,54801554,genic|chr2:54801404-54802028,0,14.451962,.,cis,chr2,54801554,54801878,genic|chr2:54801404-54802028,.,chr2,53897449,54087170,GPR75-ASB3	-
chr2,54087170,54801554,genic|chr2:54801404-54802028,0,14.451962,.,cis,chr2,54801554,54801878,genic|chr2:54801404-54802028,.,chr2,54080049,54087170,GPR75	-
chr2,54087170,54845418,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,53897449,54087170,GPR75-ASB3	-
chr2,54087170,54845418,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,54080049,54087170,GPR75	-
chr2,54087170,54900010,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,53897449,54087170,GPR75-ASB3	-
chr2,54087170,54900010,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,54080049,54087170,GPR75	-
chr2,54087170,55275265,genic|chr2:55275115-55276521,0,20.338337,.,cis,chr2,55275265,55276371,genic|chr2:55275115-55276521,.,chr2,53897449,54087170,GPR75-ASB3	-
chr2,54087170,55275265,genic|chr2:55275115-55276521,0,20.338337,.,cis,chr2,55275265,55276371,genic|chr2:55275115-55276521,.,chr2,54080049,54087170,GPR75	-
chr2,54087170,55338947,intergenic|chr2:55338797-55340051,0,19.894536,.,cis,chr2,55338947,55339901,intergenic|chr2:55338797-55340051,.,chr2,53897449,54087170,GPR75-ASB3	-
chr2,54087170,55338947,intergenic|chr2:55338797-55340051,0,19.894536,.,cis,chr2,55338947,55339901,intergenic|chr2:55338797-55340051,.,chr2,54080049,54087170,GPR75	-
chr2,54196508,54197977,genic|chr2:54196358-54196858,0,2.417803,.,cis,chr2,54196508,54196708,genic|chr2:54196358-54196858,.,chr2,54091203,54197977,PSME4	-
chr2,54197387,54197977,promoter|chr2:54197237-54198466,0,10.991038,.,cis,chr2,54197387,54198316,promoter|chr2:54197237-54198466,.,chr2,54091203,54197977,PSME4	-
chr2,54197977,54784737,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,54091203,54197977,PSME4	-
chr2,54197977,54786695,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,54091203,54197977,PSME4	-
chr2,54197977,54801554,genic|chr2:54801404-54802028,0,14.451962,.,cis,chr2,54801554,54801878,genic|chr2:54801404-54802028,.,chr2,54091203,54197977,PSME4	-
chr2,54197977,54845418,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,54091203,54197977,PSME4	-
chr2,54197977,54900010,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,54091203,54197977,PSME4	-
chr2,54197977,54950505,intergenic|chr2:54950355-54950855,0,11.94317,.,cis,chr2,54950505,54950705,intergenic|chr2:54950355-54950855,.,chr2,54091203,54197977,PSME4	-
chr2,54197977,55275265,genic|chr2:55275115-55276521,0,20.338337,.,cis,chr2,55275265,55276371,genic|chr2:55275115-55276521,.,chr2,54091203,54197977,PSME4	-
chr2,54197977,55338947,intergenic|chr2:55338797-55340051,0,19.894536,.,cis,chr2,55338947,55339901,intergenic|chr2:55338797-55340051,.,chr2,54091203,54197977,PSME4	-
chr2,54342200,54532435,promoter|chr2:54342050-54343527,0,19.285733,.,cis,chr2,54342200,54343377,promoter|chr2:54342050-54343527,.,chr2,54342409,54532435,ACYP2	+
chr2,54349376,54532435,genic|chr2:54349226-54349902,0,3.239955,.,cis,chr2,54349376,54349752,genic|chr2:54349226-54349902,.,chr2,54342409,54532435,ACYP2	+
chr2,54350183,54532435,genic|chr2:54350033-54350533,0,4.467668,.,cis,chr2,54350183,54350383,genic|chr2:54350033-54350533,.,chr2,54342409,54532435,ACYP2	+
chr2,54532435,54784737,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,54342409,54532435,ACYP2	+
chr2,54532435,54786695,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,54342409,54532435,ACYP2	+
chr2,54532435,54845418,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,54342409,54532435,ACYP2	+
chr2,54532435,54900010,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,54342409,54532435,ACYP2	+
chr2,54532435,54950505,intergenic|chr2:54950355-54950855,0,11.94317,.,cis,chr2,54950505,54950705,intergenic|chr2:54950355-54950855,.,chr2,54342409,54532435,ACYP2	+
chr2,54557418,54588714,promoter|chr2:54557268-54558510,0,11.953949,.,cis,chr2,54557418,54558360,promoter|chr2:54557268-54558510,.,chr2,54558070,54588714,C2orf73	+
chr2,54587203,54588714,genic|chr2:54587053-54587798,0,4.805665,.,cis,chr2,54587203,54587648,genic|chr2:54587053-54587798,.,chr2,54558070,54588714,C2orf73	+
chr2,54588714,54784737,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,54558070,54588714,C2orf73	+
chr2,54588714,54786695,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,54558070,54588714,C2orf73	+
chr2,54588714,54801554,genic|chr2:54801404-54802028,0,14.451962,.,cis,chr2,54801554,54801878,genic|chr2:54801404-54802028,.,chr2,54558070,54588714,C2orf73	+
chr2,54588714,54845418,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,54558070,54588714,C2orf73	+
chr2,54588714,54900010,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,54558070,54588714,C2orf73	+
chr2,54588714,54950505,intergenic|chr2:54950355-54950855,0,11.94317,.,cis,chr2,54950505,54950705,intergenic|chr2:54950355-54950855,.,chr2,54558070,54588714,C2orf73	+
chr2,54588714,55275265,genic|chr2:55275115-55276521,0,20.338337,.,cis,chr2,55275265,55276371,genic|chr2:55275115-55276521,.,chr2,54558070,54588714,C2orf73	+
chr2,54682318,54898583,intergenic|chr2:54682168-54682668,0,1.237564,.,cis,chr2,54682318,54682518,intergenic|chr2:54682168-54682668,.,chr2,54683453,54898583,SPTBN1	+
chr2,54682949,54898583,promoter|chr2:54682799-54684063,0,12.105228,.,cis,chr2,54682949,54683913,promoter|chr2:54682799-54684063,.,chr2,54683453,54898583,SPTBN1	+
chr2,54684247,54898583,genic|chr2:54684097-54685312,0,4.15034,.,cis,chr2,54684247,54685162,genic|chr2:54684097-54685312,.,chr2,54683453,54898583,SPTBN1	+
chr2,54698415,54898583,genic|chr2:54698265-54699024,0,7.741383,.,cis,chr2,54698415,54698874,genic|chr2:54698265-54699024,.,chr2,54683453,54898583,SPTBN1	+
chr2,54784737,54898583,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,54683453,54898583,SPTBN1	+
chr2,54784737,55496384,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,55463755,55496384,MTIF2	-
chr2,54784737,55772216,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,55746730,55772216,CFAP36	+
chr2,54784737,55921045,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,55861197,55921045,PNPT1	-
chr2,54784737,56412905,genic|chr2:54784587-54786018,0,19.59075,.,cis,chr2,54784737,54785868,genic|chr2:54784587-54786018,.,chr2,56400668,56412905,LOC100129434	-
chr2,54786695,54898583,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,54683453,54898583,SPTBN1	+
chr2,54786695,55459449,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,55399686,55459449,CLHC1	-
chr2,54786695,55462989,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,55459540,55462989,RPS27A	+
chr2,54786695,55496384,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,55463755,55496384,MTIF2	-
chr2,54786695,55772216,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,55746730,55772216,CFAP36	+
chr2,54786695,55921045,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,55861197,55921045,PNPT1	-
chr2,54786695,56412905,genic|chr2:54786545-54787874,0,21.030746,.,cis,chr2,54786695,54787724,genic|chr2:54786545-54787874,.,chr2,56400668,56412905,LOC100129434	-
chr2,54845418,54898583,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,54683453,54898583,SPTBN1	+
chr2,54845418,55496384,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,55463755,55496384,MTIF2	-
chr2,54845418,55511607,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,55509454,55511607,PRORSD1P	+
chr2,54845418,55772216,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,55746730,55772216,CFAP36	+
chr2,54845418,55921045,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,55861197,55921045,PNPT1	-
chr2,54845418,56412905,genic|chr2:54845268-54846880,0,19.012075,.,cis,chr2,54845418,54846730,genic|chr2:54845268-54846880,.,chr2,56400668,56412905,LOC100129434	-
chr2,54898583,54900010,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,54683453,54898583,SPTBN1	+
chr2,54900010,55459449,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,55399686,55459449,CLHC1	-
chr2,54900010,55462989,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,55459540,55462989,RPS27A	+
chr2,54900010,55496384,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,55463755,55496384,MTIF2	-
chr2,54900010,55511607,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,55509454,55511607,PRORSD1P	+
chr2,54900010,55647057,intergenic|chr2:54899860-54901117,0,19.672819,.,cis,chr2,54900010,54900967,intergenic|chr2:54899860-54901117,.,chr2,55514977,55647057,CCDC88A	-
