chr,start,end,score
chr2,4167178,4168650,0.436599833
chr2,4168650,4170122,0.527717424
chr2,4170122,4171594,0.455978269
chr2,4171594,4173066,0.410482197
chr2,4173066,4174538,0.274962649
chr2,4174538,4176010,0.415064775
chr2,4176010,4177114,0.233884309
chr2,4177125,4178597,0.352982456
chr2,4178597,4180069,0.347233385
chr2,4180070,4181542,0.406929348
chr2,4181542,4182786,0.213695396
chr2,4182816,4184288,0.319305019
chr2,4184288,4185760,0.633281293
chr2,4185760,4187232,0.313323358
chr2,4187232,4188704,0.698906277
chr2,4188704,4190176,0.475203804
chr2,4190176,4191298,0.355752219
chr2,4191298,4192770,0.426977384
chr2,4192770,4193987,0.296741307
chr2,4194171,4195643,0.479483729
chr2,4195643,4197115,0.454613832
chr2,4197115,4197483,0.271052597
chr2,4202472,4203208,0.155688623
chr2,4204113,4205585,0.397418478
chr2,4205585,4207057,0.398695661
chr2,4207057,4208529,0.402338279
chr2,4208529,4209710,0.252042807
chr2,4209710,4211182,0.517407155
chr2,4211182,4212654,0.330163043
chr2,4212654,4213865,0.279065245
chr2,4213865,4214969,0.362209302
chr2,4214978,4216450,0.313858696
chr2,4216450,4217922,0.314676277
chr2,4217922,4219394,0.389877734
chr2,4219394,4220545,0.336071053
chr2,4220545,4221788,0.35046729
chr2,4221788,4223260,0.654313875
chr2,4223260,4224364,0.22127195
chr2,4224432,4225682,0.389458116
chr2,4225682,4227154,0.289159319
chr2,4227154,4228626,0.522275842
chr2,4228626,4230098,0.534221186
chr2,4230098,4231369,0.323646402
chr2,4231369,4232473,0.183898308
chr2,4232559,4234031,0.363456309
chr2,4234031,4235503,0.358086751
chr2,4235503,4236607,0.617877015
chr2,4236631,4238103,0.442825284
chr2,4238103,4239575,0.588600532
chr2,4239575,4241047,0.374932082
chr2,4241047,4242151,0.531133167
chr2,4242539,4244011,0.365866093
chr2,4244011,4245483,0.493002767
chr2,4245483,4246955,0.337907625
chr2,4246955,4248427,0.374252734
chr2,4248427,4249899,0.590828813
chr2,4249899,4251371,0.37220633
chr2,4251644,4252809,0.476845041
chr2,4252809,4254281,0.617323378
chr2,4254281,4255753,0.326075094
chr2,4255753,4257225,0.554823336
chr2,4257225,4258419,0.341513324
chr2,4258419,4259891,0.509103277
chr2,4259891,4261363,0.421816283
chr2,4261363,4262835,0.396406128
chr2,4262835,4264307,0.24515152
chr2,4264307,4265779,0.538168124
chr2,4265779,4266883,0.289806874
chr2,4266888,4268360,0.477958589
chr2,4268360,4269832,0.473188974
chr2,4269832,4271189,0.396120236
chr2,4271189,4272293,0.197238918
chr2,4272653,4273793,0.228873239
chr2,4276695,4278167,0.425747249
chr2,4278167,4279639,0.456195307
chr2,4279657,4280776,0.320108696
chr2,4280776,4282248,0.351851852
chr2,4282334,4283806,0.583084272
chr2,4283806,4285278,0.400747258
chr2,4285278,4286750,0.659147109
chr2,4286750,4288222,0.41597218
chr2,4288222,4289694,0.330774473
chr2,4289694,4291166,0.396875008
chr2,4291166,4292638,0.224094614
chr2,4292638,4294110,0.453953867
chr2,4294110,4295582,0.456063539
chr2,4295582,4297054,0.434931507
chr2,4297054,4298526,0.707146686
chr2,4298526,4299998,1.259945496
chr2,4299998,4301470,0.727615439
chr2,4301470,4302942,0.688926655
chr2,4302942,4304414,0.423070978
chr2,4304414,4305886,0.448233687
chr2,4305886,4306990,0.38324396
chr2,4307176,4308648,0.357335232
chr2,4308648,4310073,0.334016798
chr2,4310073,4311177,0.468248971
chr2,4311523,4312995,0.409174956
chr2,4312995,4314467,0.520209102
chr2,4314467,4315939,1.228355822
chr2,4315939,4317411,0.655095059
chr2,4317411,4318883,0.563247307
chr2,4318883,4320355,0.517468914
chr2,4320355,4321827,0.46067905
chr2,4321827,4322195,0.146376817
chr2,4324474,4325881,0.261307906
chr2,4325881,4327353,0.599892009
chr2,4327353,4328825,0.584381767
chr2,4328825,4330297,0.483355978
chr2,4330297,4331769,0.376079473
chr2,4331769,4333241,0.729116854
chr2,4333241,4334713,0.354804809
chr2,4334713,4336185,0.326718736
chr2,4336185,4337657,0.462360747
chr2,4337657,4339129,0.30218924
chr2,4339129,4340601,0.465144606
chr2,4340603,4341786,0.387120432
chr2,4341786,4343258,0.35554597
chr2,4343483,4344955,0.450706565
chr2,4344955,4346427,0.637438816
chr2,4346427,4347899,0.660027746
chr2,4347899,4349371,0.496842148
chr2,4349371,4350711,0.29840523
chr2,4350711,4351815,0.233917408
chr2,4351919,4353391,0.372622283
chr2,4353391,4354495,0.267387944
chr2,4354889,4356361,0.388680895
chr2,4356361,4357465,0.35136742
chr2,4358108,4359213,0.479436979
chr2,4359213,4360685,0.329415777
chr2,4360685,4362157,0.504578704
chr2,4362157,4363370,0.297587131
chr2,4363370,4364842,0.444972826
chr2,4364842,4366314,0.431815053
chr2,4366314,4367786,0.447690217
chr2,4367786,4368890,0.579889893
chr2,4368995,4370104,0.352329778
chr2,4370104,4371576,0.417246105
chr2,4371576,4373048,0.446300375
chr2,4373048,4374520,0.513696846
chr2,4374520,4375992,0.475815234
chr2,4375992,4377464,0.512589396
chr2,4377464,4378843,0.370571199
chr2,4378843,4380315,0.39619566
chr2,4380315,4381787,0.480046574
chr2,4381787,4383007,0.485930225
chr2,4383007,4384479,0.407751371
chr2,4384479,4385951,0.42530993
chr2,4385951,4387423,0.323307091
chr2,4387423,4388895,0.317099888
chr2,4388895,4390367,0.592595059
chr2,4390367,4391618,0.398954384
chr2,4391618,4393090,0.725468843
chr2,4393090,4394277,0.42342567
chr2,4394277,4395749,0.241749175
chr2,4395749,4397221,0.59313857
chr2,4397221,4398614,0.527844566
chr2,4398614,4400086,0.308141457
chr2,4400086,4401558,1.553620877
chr2,4401558,4403030,0.558140484
chr2,4403030,4404502,0.335739458
chr2,4404502,4405606,0.518648031
chr2,4405612,4407084,0.340797565
chr2,4407084,4408556,0.643600553
chr2,4408556,4410028,0.472489715
chr2,4410028,4411500,0.702846444
chr2,4411500,4412972,0.473100332
chr2,4412972,4414444,0.643254156
chr2,4414444,4415586,0.335674477
chr2,4415586,4417058,0.448036691
chr2,4417058,4418530,0.33817685
chr2,4418530,4420002,0.568239454
chr2,4420002,4421474,0.586372251
chr2,4421474,4422578,0.276868693
chr2,4422594,4423698,0.26
chr2,4423716,4425188,0.441256831
chr2,4425188,4426660,0.515542077
chr2,4426749,4428221,0.341815365
chr2,4428221,4429693,1.090091856
chr2,4429693,4431165,0.501154858
chr2,4431165,4432637,0.435834502
chr2,4432637,4434109,0.387500044
chr2,4434346,4435818,0.317784257
chr2,4435818,4437290,0.522078804
chr2,4437290,4438762,0.410665761
chr2,4438762,4440234,0.425631813
chr2,4440234,4441706,0.491128451
chr2,4441706,4442895,0.471714274
chr2,4442895,4444081,0.277234254
chr2,4444081,4445553,0.424962733
chr2,4445553,4447025,0.611542163
chr2,4447025,4448497,0.418502203
chr2,4448497,4449608,0.271481815
chr2,4449677,4451149,0.425135861
chr2,4451149,4452429,0.306098818
chr2,4452429,4453901,0.505145382
chr2,4453901,4455373,0.310000014
chr2,4455373,4456477,0.311363662
chr2,4456577,4458049,0.520835135
chr2,4458178,4459650,0.561037055
chr2,4459650,4461122,0.386225695
chr2,4461122,4462226,0.534409639
chr2,4462377,4463849,0.457893994
chr2,4463849,4465321,0.350615505
chr2,4465321,4466793,0.444497233
chr2,4466793,4468265,0.374048896
chr2,4468265,4469737,0.33503937
chr2,4469759,4471231,0.350074609
chr2,4471231,4472407,0.266834202
chr2,4472407,4473879,0.263111425
chr2,4473879,4475351,0.810917149
chr2,4475351,4476823,0.487459224
chr2,4476823,4478295,0.547622266
chr2,4478295,4479410,0.281868121
chr2,4479410,4480882,0.941453851
chr2,4480882,4482354,0.586684807
chr2,4482354,4483458,0.490631194
chr2,4483571,4484675,0.42597724
chr2,4484733,4486205,0.3318524
chr2,4486205,4487677,0.50015632
chr2,4487677,4489149,0.579904888
chr2,4489149,4490621,0.476226012
chr2,4490681,4492153,0.29578806
chr2,4492153,4493625,1.029130272
chr2,4493625,4495097,0.489470109
chr2,4495097,4496359,0.399603193
chr2,4496359,4497831,0.515754078
chr2,4497831,4499303,0.443417134
chr2,4499303,4500775,0.744293379
chr2,4500775,4502247,0.810665794
chr2,4502247,4503621,0.553330073
chr2,4503621,4505030,1.950340436
chr2,4505030,4506502,0.407004178
chr2,4506502,4507974,0.511362645
chr2,4507974,4509446,0.829166633
chr2,4509446,4510550,0.560137909
chr2,4510814,4512286,0.52624321
chr2,4512286,4513758,0.610611885
chr2,4513758,4515230,0.514334264
chr2,4515230,4516702,0.52955163
chr2,4516702,4518174,0.949307069
chr2,4518174,4519646,0.410658717
chr2,4519646,4520750,0.347272755
chr2,4520827,4522015,0.35743384
chr2,4522053,4523225,0.343703715
chr2,4523225,4524329,0.270675932
chr2,4524438,4525910,0.349209626
chr2,4525910,4527382,0.448711982
chr2,4527382,4528675,0.348669219
chr2,4528675,4530147,0.789748648
chr2,4530147,4531619,0.484519679
chr2,4531619,4533091,0.53847115
chr2,4533091,4534563,0.358976174
chr2,4534563,4536035,0.426290761
chr2,4536035,4537139,0.408864542
chr2,4537222,4538504,0.463109769
chr2,4538504,4539976,0.422314031
chr2,4539976,4541448,0.608892648
chr2,4541448,4542920,0.492992477
chr2,4542920,4544392,0.599445197
chr2,4544392,4545864,0.512109274
chr2,4545939,4547411,0.482290168
chr2,4547411,4548883,0.458423905
chr2,4548883,4550355,0.667065206
chr2,4550355,4551540,0.30993267
chr2,4551540,4553012,0.561182064
chr2,4553012,4554484,0.523512929
chr2,4554484,4555956,0.492002922
chr2,4555956,4557428,0.502377717
chr2,4557428,4558900,0.710618143
chr2,4558900,4560372,1.714673581
chr2,4560372,4561844,0.768770384
chr2,4561844,4563316,0.563157949
chr2,4563316,4564788,0.67270998
chr2,4564788,4566260,0.739157635
chr2,4566260,4567732,0.714581081
chr2,4567732,4569204,0.599295821
chr2,4569204,4570676,0.59264266
chr2,4570676,4572148,0.420317355
chr2,4572148,4573252,0.415971395
chr2,4573287,4574759,0.341997206
chr2,4574759,4576231,0.54119649
chr2,4576231,4577703,0.636997264
chr2,4577703,4579175,0.397334236
chr2,4579175,4580647,0.396056539
chr2,4580647,4582119,0.602114302
chr2,4582119,4583319,0.217309607
chr2,4583319,4584791,0.529796186
chr2,4584791,4585895,0.577474252
chr2,4586042,4587514,0.568885845
chr2,4587514,4588986,0.425054457
chr2,4588986,4590458,0.374394464
chr2,4590458,4591562,0.473638397
chr2,4591789,4593261,0.54014944
chr2,4593261,4594396,0.507474943
chr2,4594396,4595868,0.431814681
chr2,4595949,4597071,0.657691637
chr2,4597071,4598543,0.427173905
chr2,4598543,4600015,0.364266313
chr2,4600015,4601487,0.764809816
chr2,4601487,4602959,0.716779875
chr2,4602959,4604431,0.596195636
chr2,4604431,4605903,0.489334231
chr2,4605903,4607375,0.595713325
chr2,4607375,4608847,0.574922923
chr2,4608847,4610319,0.856027675
chr2,4610445,4611917,0.571440241
chr2,4611917,4613389,0.367022105
chr2,4613389,4614861,0.302695232
chr2,4614861,4616333,0.316056745
chr2,4616460,4617932,0.382948378
chr2,4617932,4619036,0.206787766
chr2,4619245,4620717,0.25163041
chr2,4620717,4622189,0.685366838
chr2,4622189,4623661,0.402105953
chr2,4623661,4625133,0.275727417
chr2,4625133,4626605,0.330321126
chr2,4626605,4628077,0.39735056
chr2,4628077,4629549,0.486752717
chr2,4629549,4631021,0.36725106
chr2,4631021,4632493,0.367524603
chr2,4632493,4633965,0.552309741
chr2,4633965,4635437,0.533482801
chr2,4635437,4636909,0.646671254
chr2,4636909,4638381,0.348529412
chr2,4638381,4639853,0.417108097
chr2,4639853,4641325,0.628635399
chr2,4641325,4642429,0.405491738
chr2,4642674,4644146,0.422690226
chr2,4644146,4645618,0.454813192
chr2,4645618,4647090,0.491480993
chr2,4647090,4648562,0.433359693
chr2,4648562,4650034,0.566641677
chr2,4650034,4651506,0.617092381
chr2,4651506,4652978,2.818283093
chr2,4652978,4654450,0.24911032
chr2,4654474,4655946,0.375000046
chr2,4655946,4657418,0.369721116
chr2,4657418,4658890,0.484167255
chr2,4658890,4660362,0.429610589
chr2,4660362,4661834,0.415443746
chr2,4661834,4663178,0.248840194
chr2,4663178,4664314,0.296459214
chr2,4664314,4665786,0.364590876
chr2,4666325,4667797,0.306343818
chr2,4667797,4669269,0.291732558
chr2,4669269,4670741,0.756958506
chr2,4670802,4672274,0.299792843
chr2,4672274,4673746,0.365871879
chr2,4673746,4674850,0.310426105
chr2,4675037,4676509,0.417859834
chr2,4676509,4677981,0.362839699
chr2,4677981,4679112,0.502332385
chr2,4679112,4680584,0.40346469
chr2,4680584,4682056,0.304795055
chr2,4682382,4683854,0.394018442
chr2,4683854,4685326,0.429638103
chr2,4685358,4686830,0.433355953
chr2,4686830,4688302,0.357980243
chr2,4688302,4689774,0.436026228
chr2,4689774,4691246,0.372282609
chr2,4691246,4692706,0.541538469
chr2,4692987,4694459,0.366757308
chr2,4694459,4695638,0.281413037
chr2,4695638,4697110,0.369068418
chr2,4697110,4698237,0.419230758
chr2,4698237,4699709,0.359239164
chr2,4699709,4701181,0.392092038
chr2,4701181,4702339,0.359830668
chr2,4702339,4703811,0.303581452
chr2,4703811,4705283,0.397418478
chr2,4705283,4706704,0.412876718
chr2,4706704,4708176,0.42248643
chr2,4708176,4709648,0.417131764
chr2,4709648,4710752,0.366337587
chr2,4710922,4712394,0.41458557
chr2,4712394,4713866,0.474439776
chr2,4713866,4715338,0.310880335
chr2,4715338,4716810,0.815665784
chr2,4716810,4718282,3.09856647
chr2,4718282,4719754,0.901412964
chr2,4719754,4721226,0.503743213
chr2,4721226,4722698,0.287327832
chr2,4722698,4724170,0.499713493
chr2,4724170,4725642,0.470855962
chr2,4725642,4726746,0.43123264
chr2,4726772,4727508,0.299539194
chr2,4727926,4729398,0.532545072
chr2,4729398,4730870,0.451463779
chr2,4730870,4732342,0.262048619
chr2,4732386,4733858,0.414804046
chr2,4733858,4735330,0.397226174
chr2,4735330,4736802,0.472506959
chr2,4736802,4738274,0.628669669
chr2,4738274,4739506,0.393223438
chr2,4739506,4740978,0.527104137
chr2,4740978,4742450,0.453872266
chr2,4742450,4743922,0.508041023
chr2,4743922,4745026,0.468726876
chr2,4746097,4747569,0.476086948
chr2,4747569,4749041,0.501606137
chr2,4749041,4750513,0.449929668
chr2,4750513,4751985,0.594103274
chr2,4751985,4753457,0.450596927
chr2,4753457,4754929,0.317133712
chr2,4754929,4756199,0.236192714
chr2,4756199,4757671,0.323294284
chr2,4757684,4759156,0.367683781
chr2,4759156,4760628,0.363193841
chr2,4760639,4761862,0.298193928
chr2,4761862,4763334,0.443138579
chr2,4763334,4764438,0.280149413
chr2,4764569,4766041,0.448314624
chr2,4766041,4767513,0.326558518
chr2,4767513,4768985,0.552105987
chr2,4768985,4770323,0.348100006
chr2,4770323,4771795,0.392732004
chr2,4771892,4773022,0.606906556
chr2,4773022,4774494,0.479926235
chr2,4774494,4775966,0.428736396
chr2,4775966,4777438,0.466983712
chr2,4777438,4778627,0.470570271
chr2,4778627,4780099,0.377990075
chr2,4780099,4781224,0.509504967
chr2,4781224,4782696,0.620343364
chr2,4782696,4784168,0.535278806
chr2,4784168,4785640,0.347122302
chr2,4785640,4786744,0.418074412
chr2,4786910,4788382,0.492187459
chr2,4788382,4789854,0.302425519
chr2,4789854,4791326,0.209899478
chr2,4791326,4792798,0.484436827
chr2,4792798,4794270,0.464673913
chr2,4794270,4795742,0.454923378
chr2,4795742,4797214,0.298477184
chr2,4797440,4798912,0.479758815
chr2,4798912,4800384,0.570525249
chr2,4800384,4801856,0.377122311
chr2,4801856,4802960,0.564910109
chr2,4803039,4804511,0.589395399
chr2,4804511,4805983,0.39673913
chr2,4805983,4807455,0.377428589
chr2,4807455,4808927,0.489531268
chr2,4808927,4810399,0.360534596
chr2,4810474,4811578,0.229862475
chr2,4812142,4813614,0.492572223
chr2,4813614,4815086,0.510665695
chr2,4815086,4816200,0.479736844
chr2,4816200,4817304,0.497989076
chr2,4817361,4818833,0.499918482
chr2,4818833,4820305,0.397627891
chr2,4820305,4821777,0.3435916
chr2,4821777,4822899,0.387949477
chr2,4822899,4824371,0.51283289
chr2,4824371,4825475,0.551397206
chr2,4825503,4826975,0.48067287
chr2,4826975,4828447,0.756351969
chr2,4828447,4829919,0.658274526
chr2,4829919,4831391,0.784456502
chr2,4831391,4832863,0.594763281
chr2,4832863,4834335,0.489992852
chr2,4834335,4835807,0.437671763
chr2,4835807,4837279,0.392533147
chr2,4837279,4838751,0.550020384
chr2,4838751,4840223,0.443359061
chr2,4840223,4841580,0.536553625
chr2,4841580,4842845,0.288691612
chr2,4842845,4844317,0.651815601
chr2,4844317,4845789,0.612083661
chr2,4845789,4847261,0.644286695
chr2,4847261,4848733,0.440826331
chr2,4848733,4850205,0.532629096
chr2,4850205,4851677,0.330246914
chr2,4851677,4853149,0.637635853
chr2,4853149,4854621,0.473190645
chr2,4854621,4856093,0.551304344
chr2,4856093,4857565,0.383293365
chr2,4857565,4859037,0.487839657
chr2,4859037,4860509,0.592354997
chr2,4860509,4861613,0.246896558
chr2,4861681,4863153,0.415217358
chr2,4863153,4864625,0.461691566
chr2,4864625,4866097,0.541587841
chr2,4866097,4867569,0.375746834
chr2,4867569,4869041,0.387230911
chr2,4869041,4870513,0.42860056
chr2,4870513,4871985,0.459646723
chr2,4871985,4873146,0.39416568
chr2,4873146,4874618,0.563165884
chr2,4874618,4876090,0.387383173
chr2,4876090,4877562,0.389644499
chr2,4877562,4879034,0.35132926
chr2,4879034,4880506,0.61555709
chr2,4880506,4881978,2.774992735
chr2,4881978,4883450,2.896677432
chr2,4883450,4884554,0.523019583
chr2,4884640,4886112,0.418754474
chr2,4886138,4887610,0.465822013
chr2,4887610,4889082,0.398369582
chr2,4889082,4890254,0.463188429
chr2,4890254,4891726,0.381069033
chr2,4891726,4893198,0.743219421
chr2,4893238,4894710,0.362345229
chr2,4894710,4896182,0.317206771
chr2,4896182,4897308,0.464018147
chr2,4897308,4898622,0.591465655
chr2,4898622,4900094,0.409738911
chr2,4900094,4901566,0.449796221
chr2,4901566,4903038,0.447233757
chr2,4903038,4904510,0.374428892
chr2,4904510,4905982,0.318609703
chr2,4905982,4907454,0.295244569
chr2,4907454,4908926,0.327921204
chr2,4908926,4910398,0.278129611
chr2,4910398,4911870,0.35341074
chr2,4911870,4913342,0.401886775
chr2,4913342,4914814,0.341809467
chr2,4914814,4916286,0.292927027
chr2,4916286,4917758,0.794042173
chr2,4917758,4919230,1.787472766
chr2,4919230,4920702,0.819925225
chr2,4920702,4922174,0.501358696
chr2,4922174,4923646,0.534678494
chr2,4923646,4925118,0.493326445
chr2,4925118,4926590,0.387819119
chr2,4926590,4927946,0.266262632
chr2,4927946,4929418,0.275123343
chr2,4929418,4930890,0.359182251
chr2,4930890,4932362,0.384103277
chr2,4932362,4933834,0.460392584
chr2,4933909,4935381,0.461433411
chr2,4935381,4936853,0.323124531
chr2,4936853,4938325,0.427486188
chr2,4938382,4939854,0.370008349
chr2,4939854,4941326,0.476829321
chr2,4941326,4942497,0.465409476
chr2,4942497,4943969,0.534850577
chr2,4943969,4945073,0.350735309
chr2,4945381,4946853,0.407825502
chr2,4946853,4947661,0.185409846
chr2,4948609,4949779,0.343624761
chr2,4949779,4951251,0.469408947
chr2,4951251,4952723,0.365421212
chr2,4952723,4954195,0.335424931
chr2,4954345,4955817,0.488994598
chr2,4955817,4957289,0.414198378
chr2,4957289,4958761,0.535665761
chr2,4958761,4960005,0.603459961
chr2,4960005,4961477,0.401765157
chr2,4961477,4962949,0.43739375
chr2,4962949,4964421,0.678858716
chr2,4964421,4965642,0.342494715
chr2,4965642,4967114,0.374116815
chr2,4967114,4968586,0.53951761
chr2,4968586,4970058,0.389685792
chr2,4970058,4971530,0.510394013
chr2,4971530,4972634,0.347764443
chr2,4972794,4974266,0.47995283
chr2,4974266,4975738,0.517786917
chr2,4975738,4977210,0.497091704
chr2,4977210,4978682,0.897588315
chr2,4978682,4979866,0.406297698
chr2,4979866,4981031,0.324924017
chr2,4981031,4982503,0.318711014
chr2,4982503,4983975,0.37244445
chr2,4983975,4985079,0.623475393
chr2,4985089,4986561,0.490442637
chr2,4986561,4988033,0.308671324
chr2,4988033,4989182,0.657563433
chr2,4989182,4990286,0.364806598
chr2,4990316,4991788,0.40817172
chr2,4991788,4992997,0.356353591
chr2,4992997,4994314,0.356751699
chr2,4994314,4995786,0.420362571
chr2,4995786,4997258,0.415140626
chr2,4997258,4998730,0.338022508
chr2,4998730,5000202,0.439538043
chr2,5000202,5001674,0.617588292
chr2,5001674,5003146,0.343660037
chr2,5003166,5004638,0.415964707
chr2,5004638,5006110,0.492013781
chr2,5006110,5007582,0.932078818
chr2,5007582,5009054,0.580000007
chr2,5009054,5010432,0.348289751
chr2,5010432,5011904,0.435819414
chr2,5011904,5013376,2.11902154
chr2,5013376,5014848,0.459459459
chr2,5014848,5016320,0.360530571
chr2,5016836,5017940,0.227008149
chr2,5018254,5019726,0.523573336
chr2,5019726,5021198,0.471875025
chr2,5021198,5022670,0.658891277
chr2,5022670,5024142,0.877900828
chr2,5024142,5025614,0.322363765
chr2,5025614,5027086,0.464735073
chr2,5027086,5028558,0.571718755
chr2,5028558,5030030,0.233899469
chr2,5030030,5031502,0.411752561
chr2,5031502,5032974,0.527947572
chr2,5032974,5034446,0.570597814
chr2,5034446,5035918,0.577391334
chr2,5035918,5037390,0.475767633
chr2,5037390,5038862,0.433915539
chr2,5038862,5040334,0.501360544
chr2,5040334,5041806,0.505862069
chr2,5041806,5042919,0.557054209
chr2,5042919,5044391,0.70251357
chr2,5044391,5045863,0.437975619
chr2,5045863,5047033,0.303875236
chr2,5047033,5048505,0.520998623
chr2,5048505,5049977,0.388667599
chr2,5049977,5051449,0.456223211
chr2,5051449,5052563,0.13777779
chr2,5052563,5054035,0.340489118
chr2,5054035,5055507,0.409462261
chr2,5055507,5056979,0.641304348
chr2,5056979,5058451,0.566195612
chr2,5058451,5059923,0.436616856
chr2,5059923,5061395,0.5703057
chr2,5061395,5062867,0.50353506
chr2,5062867,5064339,2.129897905
chr2,5064339,5065811,0.450588735
chr2,5066418,5067890,0.267405294
chr2,5067890,5069082,0.302035153
chr2,5069082,5070554,0.202658807
chr2,5070678,5072150,0.447134679
chr2,5072150,5073622,0.425407617
chr2,5073622,5075094,0.354602956
chr2,5075203,5076675,0.360917942
chr2,5076675,5078147,0.460543508
chr2,5078147,5079251,0.309551104
chr2,5079462,5080934,0.385258136
chr2,5080934,5082038,0.299636688
chr2,5082191,5083663,0.452764445
chr2,5083682,5085154,0.363179331
chr2,5085154,5086626,0.505044954
chr2,5086626,5088098,0.503464657
chr2,5088098,5089570,0.511262799
chr2,5089570,5091042,0.547983207
chr2,5091042,5092514,0.378127384
chr2,5092514,5093986,0.453457844
chr2,5093986,5095458,0.66035691
chr2,5095458,5096930,0.61827444
chr2,5096930,5098402,0.605285271
chr2,5098402,5099874,0.473913068
chr2,5099874,5101346,0.43471469
chr2,5101346,5102818,0.26356847
chr2,5102818,5104290,0.516988369
chr2,5104290,5105762,0.385461973
chr2,5105762,5107234,0.465896731
chr2,5107234,5108706,0.440998658
chr2,5108706,5110178,0.490421254
chr2,5110178,5111650,0.433152199
chr2,5111650,5113122,0.547096755
chr2,5113122,5114594,0.590573665
chr2,5114594,5116066,0.570108621
chr2,5116066,5117538,0.389334223
chr2,5117538,5119010,0.508732146
chr2,5119010,5120482,0.355097247
chr2,5120482,5121954,0.60590626
chr2,5121954,5123426,0.403800316
chr2,5123426,5124898,0.385991661
chr2,5124898,5126370,0.467782405
chr2,5126370,5127842,0.542969572
chr2,5127842,5129314,0.45496602
chr2,5129314,5130786,0.315696798
chr2,5130786,5132258,0.40049334
chr2,5132258,5133362,0.55245069
chr2,5133407,5134528,0.475514416
chr2,5134528,5136000,0.463904101
chr2,5136000,5137472,0.366304398
chr2,5137472,5138944,0.516915736
chr2,5138944,5140416,0.474964235
chr2,5140416,5141888,0.50794258
chr2,5141888,5143360,0.425271739
chr2,5143360,5144832,0.40516306
chr2,5144832,5146304,0.255708255
chr2,5146304,5147408,0.501022339
chr2,5147450,5148922,0.34996563
chr2,5148922,5150026,0.422848725
chr2,5150119,5151591,0.423709247
chr2,5151591,5152842,0.585707582
chr2,5152842,5153958,0.309170319
chr2,5153958,5155062,0.345512033
chr2,5155120,5156592,0.607554394
chr2,5156592,5158064,0.584130412
chr2,5158064,5159536,0.494855335
chr2,5159536,5161008,0.573845158
chr2,5161008,5162480,0.753097783
chr2,5162480,5163952,0.600041097
chr2,5163952,5165424,0.310379762
chr2,5165424,5166896,0.54516983
chr2,5166896,5168368,0.344026072
chr2,5168368,5169840,0.323488386
chr2,5169840,5171312,0.472513613
chr2,5171312,5172451,0.489115605
chr2,5172451,5173923,0.432079709
chr2,5173923,5175395,0.350481148
chr2,5175395,5176595,0.370829087
chr2,5176595,5178067,0.429211948
chr2,5178067,5179539,0.469021714
chr2,5179539,5181011,0.394089699
chr2,5181011,5182483,0.352679857
chr2,5182483,5183955,0.34694167
chr2,5183955,5185427,0.411386843
chr2,5185474,5186946,0.644694287
chr2,5186946,5188418,0.556453829
chr2,5188418,5189890,0.496877211
chr2,5189890,5191041,0.379190751
chr2,5191041,5192513,0.416102264
chr2,5192513,5193717,0.186712333
chr2,5193769,5195241,0.555502726
chr2,5195241,5196345,0.260483006
chr2,5196385,5197857,0.559307057
chr2,5197857,5199329,0.518442623
chr2,5199329,5200801,0.539078856
chr2,5200801,5202273,0.423372799
chr2,5202273,5203745,0.457760989
chr2,5203745,5205217,0.386507339
chr2,5205227,5206699,0.432801179
chr2,5206699,5208171,0.417391321
chr2,5208171,5209643,0.580978228
chr2,5209643,5211115,0.465722406
chr2,5211115,5212587,0.279891325
chr2,5212587,5213997,0.419668762
chr2,5213997,5215469,0.48902262
chr2,5215469,5216941,0.543138545
chr2,5216941,5218413,0.328787896
chr2,5218413,5219885,0.589530898
chr2,5219885,5221357,0.466644038
chr2,5221357,5222829,0.401426647
chr2,5222829,5224301,0.399405168
chr2,5224308,5225780,0.569972826
chr2,5225780,5227029,0.274734982
chr2,5227293,5228765,0.44307066
chr2,5228765,5230237,0.385665769
chr2,5230237,5231709,0.412405766
chr2,5231709,5233181,0.468614164
chr2,5233181,5234653,0.451092718
chr2,5234653,5236125,0.541983687
chr2,5236125,5237597,0.562518799
chr2,5237597,5239069,0.456215075
chr2,5239069,5240541,0.461452968
chr2,5240541,5242013,0.595149496
chr2,5242013,5243485,0.493679503
chr2,5243485,5244599,0.351980198
chr2,5244599,5246003,0.370031256
chr2,5246003,5247475,0.444696366
chr2,5247490,5248962,0.407016349
chr2,5248962,5250167,0.661390439
chr2,5250167,5251639,0.654476912
chr2,5251639,5253111,0.518968225
chr2,5253120,5254340,0.361602193
chr2,5254340,5255812,0.386548913
chr2,5255812,5256936,0.315845824
chr2,5256936,5258408,0.366105272
chr2,5258408,5259880,0.239506186
chr2,5259880,5261352,0.316754726
chr2,5261352,5262824,0.29680296
chr2,5262824,5263928,0.318921356
chr2,5263961,5265433,0.514612778
chr2,5265433,5266905,0.478556112
chr2,5266905,5268377,0.442955093
chr2,5268377,5269481,0.529186167
chr2,5269508,5270980,0.4015579
chr2,5270980,5272452,0.275450087
chr2,5272452,5273924,0.392731003
chr2,5273924,5275068,0.380543014
chr2,5275068,5276540,0.33777221
chr2,5276540,5277644,0.209716998
chr2,5277730,5279202,0.303996925
chr2,5279202,5280674,0.278114251
chr2,5280674,5281869,0.300096911
chr2,5281869,5282973,0.235024888
chr2,5283047,5284151,0.247282609
chr2,5284159,5285263,0.266081871
chr2,5285297,5286769,0.529614826
